StripCh, AdcCh0, AdcCh1, AdcCh2, AdcCh3, AdcCh4, AdcCh5, AdcCh6, AdcCh7, AdcCh8, AdcCh9, AdcCh10, AdcCh11, AdcCh12, AdcCh13, AdcCh14, AdcCh15, AdcCh16, AdcCh17, AdcCh18, AdcCh19, AdcCh20, AdcCh21, AdcCh22, AdcCh23, AdcCh24, AdcCh25, AdcCh26, AdcCh27, AdcCh28, AdcCh29, AdcCh30, AdcCh31
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0, 
2, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0, 
3, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0, 
4, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0, 
5, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0, 
6, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0, 
7, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0, 
8, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0, 
9, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0.00699414, 0, 
