StripCh, AdcCh0, AdcCh1, AdcCh2, AdcCh3, AdcCh4, AdcCh5, AdcCh6, AdcCh7, AdcCh8, AdcCh9, AdcCh10, AdcCh11, AdcCh12, AdcCh13, AdcCh14, AdcCh15, AdcCh16, AdcCh17, AdcCh18, AdcCh19, AdcCh20, AdcCh21, AdcCh22, AdcCh23, AdcCh24, AdcCh25, AdcCh26, AdcCh27, AdcCh28, AdcCh29, AdcCh30, AdcCh31
2.53082,1.18382,1.18299,1.58879,1.6879,2.65599,2.47238,2.3545,2.76954,2.79341,3.77122,3.92452,4.56296,4.47741,5.05117,5.49871,5.19514,5.70422,6.11002,6.4282,7.16261,7.25233,7.69151,7.47974,8.35708,8.14322,8.62518,8.39046,9.30013,9.73201,9.47434,10.5697,
2.69519,0.429477,0.997299,2.38997,1.69103,2.78822,1.95078,2.82974,3.15672,3.72735,4.36996,4.45655,4.6871,5.11064,5.42255,5.22748,6.35413,6.51061,7.06455,7.24085,8.06707,8.19538,8.08271,9.13739,8.90997,9.91875,9.5192,11.2113,10.1117,10.1587,11.2248,11.8643,
2.25478,1.57002,1.66808,1.17673,2.00399,1.80265,2.07805,2.6925,2.84272,3.09935,3.90887,3.54166,4.56609,4.67354,4.8634,5.29111,5.55921,6.34892,5.88365,5.85548,7.01552,7.20225,7.31805,7.88033,8.08793,8.14218,8.30074,8.88076,9.28344,9.67568,9.59327,9.466,
2.63694,1.2581,1.38641,1.13813,2.06762,2.84898,3.00546,3.02737,2.72692,3.56461,4.17906,4.73821,4.48159,5.28589,5.85652,6.10467,5.89199,6.81674,7.01969,6.81882,7.67169,8.22146,8.35395,9.40758,9.56823,9.24171,10.0857,9.93335,9.76748,11.0496,11.1622,11.5597,
2.2983,1.14022,1.35929,1.57628,2.5308,2.23766,2.62678,3.07056,3.39961,3.19928,3.26467,4.50141,4.93642,4.8175,4.58799,5.46741,6.01092,5.77411,6.38125,6.37187,7.35247,7.4255,7.0343,7.7395,8.07645,8.1693,8.50417,8.96422,9.29283,9.93648,9.83007,9.83112,
2.37166,1.08701,0.989997,1.60966,1.97895,2.33885,2.45465,3.09517,2.9074,3.7847,3.61469,3.76301,5.15967,5.18783,5.27129,5.63328,6.31449,6.45428,6.58885,6.74533,7.41715,7.99508,8.16095,8.86824,8.64708,9.32204,10.2181,10.2192,10.7909,10.6928,11.7746,11.7506,
2.26565,1.2268,1.3812,1.32799,1.81621,2.15421,2.71858,2.84898,2.61635,3.14733,3.83246,4.05634,4.25672,4.56785,4.46536,5.04797,5.16838,6.45741,6.27902,6.34057,7.13966,7.05308,7.36604,8.23293,7.67378,8.01178,8.65647,9.01012,8.70863,9.26883,9.55258,10.0825,
2.69937,0.517312,0.876288,1.717,1.98688,2.33885,2.19594,3.58131,3.17863,3.67311,3.66059,4.81332,5.0084,4.88531,5.35266,6.41464,6.03596,6.29676,6.79436,7.56424,7.47453,7.68838,8.48643,8.64291,9.71428,9.25423,9.8645,10.2974,10.8034,11.1455,11.2676,11.6745,
2.3718,0.825684,0.657961,1.6639,1.4657,2.53602,2.01859,2.95327,3.19512,3.33837,3.66282,4.0328,4.13037,4.88218,4.87592,4.80498,5.92329,5.55295,6.01822,6.5659,7.172,7.38064,7.24398,6.99466,7.71238,8.17452,8.35603,8.68673,9.24067,9.14156,10.0857,10.1493,
2.73127,0.38913,0.660346,1.50742,1.84438,1.46465,2.9679,3.71588,3.47594,3.20888,3.46134,4.25078,4.77577,5.03866,5.46324,6.25503,6.70673,6.49288,7.17513,6.82774,7.89494,8.12861,8.2079,9.23545,9.10609,8.52399,10.3673,10.2766,10.0575,10.7022,10.5248,11.7381,
2.45006,1.13083,1.28835,1.48969,2.37302,2.05197,2.61903,3.17021,2.87646,3.89427,3.18682,4.66728,4.51497,5.03553,5.01466,5.18992,5.74803,6.4282,6.21226,6.13923,6.29467,7.29823,7.56633,7.66022,7.58824,7.65187,9.19685,8.82964,8.56884,9.89371,9.63082,9.56093,
2.62198,1.50116,1.19655,1.58775,1.66703,2.51315,2.37613,2.60138,2.65017,3.85254,3.7962,4.35327,4.84149,5.15654,5.11794,5.90347,6.33953,6.45219,6.23208,7.95023,7.679,7.46827,8.54068,9.11757,9.06436,10.2327,9.45974,10.3569,9.69863,11.1257,11.3604,11.8977,
2.39039,1.12561,1.01816,1.77344,1.99773,2.34929,3.06849,3.46029,2.97922,3.92243,3.69814,3.97146,4.55565,4.34284,4.78933,5.02301,5.66979,5.98067,5.9525,7.21268,6.56486,7.41089,8.19955,7.40255,7.70925,8.09002,9.00595,8.73054,8.9131,9.43157,9.06749,9.99907,
2.8078,0.745888,1.00877,1.35825,2.51211,2.16749,2.57855,3.21932,2.55986,4.14255,5.18157,4.85297,4.62346,5.29424,5.2932,5.76159,7.38377,6.63162,6.82983,7.20643,8.03264,7.55903,7.37021,8.79,9.31473,9.46078,9.77583,10.3997,10.7804,10.4456,10.9192,11.5628,
2.20718,1.12561,1.20594,1.41041,2.16646,1.80578,3.00309,2.63356,3.22244,3.09517,3.39875,4.19888,4.02154,4.36996,5.0783,5.11168,5.76159,5.87009,6.07768,7.09585,6.6431,7.3483,7.42967,7.33161,8.31117,8.67108,8.97361,9.14678,9.25318,9.51607,9.71694,9.82381,
2.76533,1.4344,0.86377,1.50534,2.2194,1.78596,2.34915,2.94496,2.95742,3.90157,4.42421,4.42108,4.80602,4.84671,5.98797,5.93894,6.22999,6.57425,7.11462,7.74054,7.9231,8.08271,8.0316,8.50312,8.93814,10.0168,10.166,10.4539,10.5874,10.819,11.084,11.1309,
2.51177,0.861727,1.34886,1.58879,2.18133,2.63356,2.50796,3.18474,2.99583,3.31761,3.5354,3.97564,3.79308,4.26773,4.54418,5.47471,5.47054,5.62493,5.89095,6.28319,6.83087,7.35978,7.35456,8.06602,8.13905,8.24441,8.82234,8.63457,9.02472,9.25736,9.8259,10.4394,
2.61479,1.38954,1.24245,1.39163,1.6879,2.4317,2.64138,2.72901,3.58548,4.31468,3.60113,4.79246,4.68188,5.21183,5.25043,6.16948,6.27693,6.82044,7.28675,7.52982,7.69882,8.45201,8.55215,9.09879,9.59327,9.69446,9.92605,9.7028,10.6949,10.9515,10.9713,12.0782,
2.14255,0.858335,1.67236,2.00294,0.97454,2.03111,2.9533,2.0551,3.14003,3.59695,3.84628,4.47116,4.75908,4.06848,4.88009,5.60511,5.48097,5.90347,6.15279,6.858,6.98214,6.9644,7.41611,7.66752,8.15261,8.19538,8.55633,8.68151,9.39506,9.83633,9.27718,10.2275,
2.24433,0.630923,0.630923,1.12144,2.12494,2.40001,2.65225,3.00337,3.40605,3.69084,3.8275,4.23748,4.57548,4.96459,4.94164,5.70943,5.91286,6.29988,7.12297,7.10941,7.67621,8.01045,8.42801,8.87137,9.35333,9.77374,10.0857,9.93648,10.287,10.6438,11.8361,11.9989,
2.46733,1.64539,1.64539,1.642,1.94035,2.07075,2.55688,3.0983,3.01068,3.25165,3.34137,4.02258,4.83523,4.85401,5.06995,5.5154,5.62806,5.92225,6.50018,6.62223,6.47201,7.03221,7.71551,7.50478,7.76975,8.08897,8.57823,9.01846,9.2271,8.46765,9.35333,9.83529,
2.51849,0.58106,1.33947,1.50742,1.82456,2.64243,3.07535,2.63408,3.63972,3.97772,3.80351,4.69336,4.45864,5.80541,5.67396,5.87635,6.71821,6.49496,6.75889,7.10211,7.69464,8.0003,8.96839,8.78166,9.19268,8.64813,9.83842,10.7867,10.6573,10.0731,10.5801,11.0162,
2.25148,1.10178,1.10178,1.07138,2.10831,2.1709,2.15629,2.48282,2.33572,3.2141,3.40083,4.32824,3.9579,4.41378,4.93225,4.97711,6.12984,5.51018,6.07664,6.8121,6.72655,6.95501,7.38377,7.341,7.80835,8.74828,8.05559,9.03098,9.6037,9.23545,9.88223,10.7418,
2.23091,0.712506,0.712506,1.24767,1.50951,2.07075,2.32738,3.80028,4.03823,3.56154,4.21348,4.50975,4.65684,4.73091,5.45281,6.21226,6.6358,7.05099,7.13236,7.18139,8.49269,8.19016,8.44262,8.37481,8.23711,9.23232,9.97821,10.673,10.6938,10.7888,12.2493,11.494,
2.54693,0.777184,1.05146,1.67747,2.42492,1.7411,2.48097,2.74359,3.62408,3.42796,3.44569,4.23018,4.34493,4.84671,5.23791,5.40378,5.34849,5.94415,6.41568,6.32179,6.53356,7.35247,7.61432,7.74367,7.70403,9.19164,8.57615,9.0713,8.86407,9.43679,9.75601,9.94483,
2.68566,0.687468,1.01816,1.01295,2.29087,2.91887,2.45256,3.06596,3.46029,4.07536,3.76804,4.35666,4.52585,5.35579,5.91599,5.28694,6.16323,6.19765,7.01135,7.51208,7.61119,8.18808,8.67525,9.10922,8.83799,9.60892,10.2734,10.5123,9.28761,11.2697,11.2467,11.3928,
2.27673,1.33634,0.93492,1.56689,1.94244,2.06554,1.89654,3.51245,3.07744,3.30799,3.38623,3.34137,4.38874,3.99024,5.16593,5.62598,5.54252,5.80124,6.32179,6.29258,7.00404,7.27528,7.02908,7.67691,7.9857,8.15052,8.64813,8.53651,9.07271,9.51711,10.0721,10.0001,
2.57231,0.604578,0.99417,1.87254,2.2277,2.65951,2.47994,3.33928,2.45814,3.40709,4.66102,5.02405,4.82793,5.51853,5.35683,5.554,6.14549,6.29676,6.48036,7.15844,7.36395,8.25901,8.61266,8.54172,9.442,9.23649,9.70906,10.214,10.19,10.9484,11.8028,11.5785,
2.27063,1.11473,1.11473,0.969218,2.18968,1.88506,2.98772,3.05449,2.80308,3.55627,3.85567,3.89009,4.53896,4.56296,5.20661,5.31719,6.12567,5.39439,6.12776,6.1674,7.06171,6.42298,7.44845,7.87094,8.74619,8.34977,8.5219,8.91101,8.56259,9.71115,9.80504,10.4664,
2.6945,1.17569,0.423003,1.45839,1.53455,1.63991,2.59757,3.11708,3.1369,3.50515,4.0111,4.73717,4.99067,5.0397,5.47784,5.75116,5.89721,6.09124,6.87156,7.02282,7.8626,8.01178,7.66648,8.67629,9.21772,10.4164,9.82277,10.3016,10.166,11.2374,11.301,11.6703,
2.1766,1.09223,1.34468,1.73797,2.23975,2.2168,2.25331,2.74988,2.92722,3.99337,4.13316,3.5281,4.35849,4.72361,5.15862,5.60198,5.24625,6.13923,6.42924,6.10376,6.44489,7.06768,7.60076,7.53816,7.77914,8.15469,8.90893,8.96213,9.76331,8.90893,10.2244,10.0658,
2.59166,-0.294636,0.665561,1.74423,2.03737,2.22306,2.1177,3.09622,3.36432,4.37622,4.11021,4.31155,4.65267,5.55191,5.44759,6.182,5.9838,6.51791,6.79019,7.15009,8.15365,7.57885,7.96379,8.42488,8.54068,9.06749,9.74766,9.71219,10.6532,10.8263,11.1195,11.7266,
2.37227,0.785008,0.895227,1.84229,1.82351,1.85272,1.49386,3.02006,3.56986,3.19097,3.33007,4.32656,4.17501,4.12207,5.11377,5.30989,5.89825,6.31658,6.31136,6.6191,6.97379,7.2492,7.33578,7.59345,7.73741,8.13487,8.47287,9.16764,8.55424,9.87806,9.82068,10.1076,
2.54685,1.4803,1.09745,1.68998,1.79952,2.76344,3.41439,2.37328,3.03363,4.82897,3.80977,4.32824,4.91452,5.30467,5.34536,5.95459,6.57842,6.06099,7.22625,7.68108,7.64248,7.97735,7.90954,8.11297,8.74932,9.86137,9.93961,10.577,10.8493,10.8284,11.5211,11.8017,
2.18796,1.34781,1.449,1.30698,1.8256,2.25331,2.92096,3.08474,3.60825,3.58023,3.9155,3.93315,4.55461,4.58069,5.04804,5.09812,5.99214,6.13923,6.23521,6.45949,7.12088,7.55485,6.92059,7.74367,7.98987,8.63248,8.62831,9.21354,9.06436,9.22502,9.50042,10.2776,
0,0.232988,0.592235,2.02172,1.75466,1.36138,2.37119,2.43692,3.58131,3.69814,4.18323,4.07265,4.45446,4.91452,5.36726,5.73551,6.16427,6.46054,7.25128,7.10628,7.11149,8.19747,8.645,8.98717,8.68568,9.27926,9.54528,9.52859,10.2828,10.457,10.7168,11.6004,
2.09754,1.19968,1.54498,0.729197,2.14482,1.80891,2.38371,2.77908,3.39562,3.64181,3.66685,3.98297,4.36579,4.74447,4.98858,5.31197,5.74595,5.71569,6.04952,6.41672,6.69108,7.25859,7.12819,6.99466,7.38377,8.46557,8.15782,8.38733,8.99343,9.32516,10.1065,0.232988,
2.46332,0.770925,1.12874,0.913843,2.101,2.43274,2.53811,3.40083,3.35284,4.63076,4.2187,4.18532,5.29841,5.15967,5.79706,5.72195,6.19869,6.63788,7.003,7.3337,8.21079,7.80493,8.46614,8.68827,9.14991,9.86972,9.66525,10.0784,10.7804,10.5228,11.6192,11.7965,
2.1747,0.984959,1.72858,1.53976,1.90801,1.99668,2.34824,3.36536,3.36432,3.25791,3.70962,4.05179,3.72109,4.43777,4.72465,5.22122,6.06308,6.16114,6.28424,6.15279,7.11149,6.90807,7.67378,7.90328,8.21103,8.27988,8.46035,8.67108,9.36063,9.62978,10.0719,9.71949,
2.66277,0.386796,0.574018,1.81204,1.87776,3.01798,2.82603,2.81873,3.47803,4.25834,3.77325,4.7017,4.32824,5.10855,5.72579,6.18667,6.26024,6.1711,6.95919,6.97484,6.99361,7.55381,8.52086,8.78479,8.73367,8.79731,9.92813,10.1587,10.5645,10.8117,11.8174,11.6056,
2.21785,0.922134,0.980173,0.815283,1.96197,2.54124,2.54749,2.24016,3.27252,3.8807,3.53019,3.76282,4.48054,4.76116,5.3391,5.64476,5.51644,5.86487,6.01926,6.22895,7.0562,6.88095,7.02282,7.91893,7.44219,7.95962,8.27884,9.03203,9.13217,9.74453,9.7946,9.37732,
2.72562,0.463485,1.39893,1.49908,2.6539,1.76301,3.14212,3.28712,3.73883,4.37223,3.90783,4.19262,4.49932,5.25668,5.54669,6.2133,5.9139,6.23103,6.4209,7.40672,7.16052,7.65709,7.76558,8.27779,8.41341,9.23962,9.84676,10.0794,9.83216,10.1556,11.374,11.0965,
2.30776,1.15147,1.11038,0.96769,1.35616,2.20741,2.75405,3.11291,3.47539,3.40813,3.75656,4.20201,4.03197,4.32719,4.95103,5.25043,5.58151,6.07142,6.16948,6.61076,6.97171,7.11254,6.96023,7.25337,8.16513,8.33621,8.50558,9.34603,8.92666,9.53485,10.0919,10.1232,
2.62851,0.646783,0.709376,1.52099,2.05093,2.54645,2.51724,2.52976,2.97625,3.56253,3.79725,4.60573,4.61094,5.29424,5.42464,5.34744,5.82419,6.63788,6.79019,7.65917,7.06455,7.39837,7.81461,8.32161,8.80044,9.27718,9.53068,10.1023,10.2432,10.8795,11.2697,10.9776,
2.40171,1.04039,1.04039,1.52933,2.05719,1.79848,2.40353,2.94704,3.75135,3.14212,4.29277,4.40543,4.54418,4.57443,4.40335,4.99588,5.56443,5.61137,6.42403,6.65979,6.64831,7.28696,7.36377,8.03681,7.85947,8.07541,8.307,9.27196,8.5678,9.69237,9.69654,9.62456,
2.58411,1.7098,1.23098,1.49178,1.94035,2.70919,2.98668,3.37162,3.29338,3.87966,4.09039,4.36684,4.99484,5.3996,5.47471,5.32136,5.96084,6.64727,7.24607,7.23042,7.86156,7.98152,8.28405,8.94231,9.273,8.43949,9.15721,9.41071,10.9129,11.5263,10.7032,11.1038,
1.83384,0.841201,0.915798,1.62218,2.14378,2.38267,2.40249,3.14316,2.83855,3.93599,3.77325,3.68041,4.17593,4.63389,4.71005,5.41838,5.55504,5.47889,6.36978,6.41046,6.47827,7.54964,6.58781,7.74472,7.73116,8.68047,8.17556,8.35708,8.34456,9.89162,9.53485,9.81547,
2.6171,1.40936,0.793875,1.32695,1.92262,2.24705,2.76865,3.02424,3.42483,3.63347,4.06118,4.51288,3.86088,4.79037,5.67709,5.60929,6.81836,6.57216,7.13027,7.027,7.99717,8.00552,8.09315,8.81608,8.84425,9.24361,10.0032,10.6667,10.3026,11.2634,11.446,11.3365,
1.26465,0.796546,1.64513,1.64513,1.97582,1.70146,2.51098,2.60174,3.18698,3.1609,4.29694,4.23748,3.64285,4.20723,4.64328,5.64267,5.14298,5.68335,6.32909,6.34474,6.15905,6.98944,7.55068,7.49852,7.35039,8.24232,8.20581,8.5605,8.50625,9.22815,9.50981,10.2171,
2.86941,0.523686,0.926362,1.44588,2.53185,1.69207,2.68624,2.6007,3.17863,3.57609,3.96207,4.01319,5.45698,4.5567,5.19201,5.58842,6.07455,6.5273,6.81627,6.81314,7.32848,8.08376,8.31743,8.85572,9.23649,9.45974,9.23128,10.0085,10.0168,10.4278,10.8837,11.0934,
3.3644,1.22159,1.70044,1.66703,2.08536,2.45048,2.91887,3.20367,3.12883,3.52625,3.40895,4.28192,4.12726,4.61926,5.25356,5.12316,5.80541,5.76264,5.77933,6.43654,7.04056,6.69317,7.2252,7.90954,8.06707,8.65856,8.42488,9.04663,8.90267,9.9417,9.81234,9.79982,
2.94987,1.51055,0.859597,1.69937,1.55124,2.3785,2.31903,2.95747,3.12334,3.38101,4.09247,3.40292,4.32302,4.58486,5.65623,6.05473,5.99631,6.41881,6.50018,7.07603,6.89451,7.969,8.22563,8.57615,8.6064,9.42531,9.39297,9.466,10.2776,10.0116,11.1435,11.7496,
2.32067,1.02079,1.78971,1.79117,1.8569,2.30443,2.86711,3.11208,3.14426,3.73987,3.65642,4.10961,4.04941,4.48122,4.91347,4.8321,5.60511,5.10542,6.23834,6.35517,6.63924,7.02953,7.25859,7.91599,8.12236,8.2924,8.3143,8.87137,9.10505,9.52233,9.82068,9.68716,
2.44462,1.0046,1.0046,1.55958,2.15004,2.16568,2.75405,3.03467,2.73423,4.59634,3.79717,4.07474,4.85297,5.0929,5.61346,5.99736,6.82253,6.02239,6.08394,6.91016,7.96063,8.19937,8.15474,8.1921,8.87555,9.33873,10.0961,10.8138,9.88119,10.6156,9.95943,11.2207,
